ISG15,RPL22,ENO1,CAPZB,CDC42,RPL11,TMEM50A,SH3BGRL3,HMGN2,IFI6,LAPTM5,YBX1,ATP6V0B,RPS8,PRDX1,JUN,IFI44L,IFI44,GNG5,RPL5,CD53,TXNIP,MCL1,CTSS,S100A10,S100A11,S100A6,S100A4,RPS27,TPM3,KRTCAP2,IFI16,GLUL,ARPC5,H3F3A,ARF1,GUK1,RPS7,RSAD2,OST4,EIF2AK2,SRSF7,ZFP36L2,CALM2,RPS27A,PCBP1,TMSB10,COX5B,RPL31,STAT1,EEF1B2,RPL37A,ARPC2,SP100,PTMA,RPL32,RPL15,RPSA,RPL14,TMA7,RHOA,RPL29,SELENOK,MTRNR2L12,RPL24,PARP14,CNBP,PLSCR1,SERP1,TNFSF10,RPL35A,ATP5ME,LAP3,RPL9,HNRNPDL,UBE2D3,RPL34,C4orf3,ANXA5,RPS3A,SUB1,RPL37,BTF3,TBCA,RPS23,COX7C,HINT1,SKP1,CD74,RPS14,NPM1,DUSP1,ATP6V0E1,SQSTM1,RACK1,HLA-A,HLA-E,HLA-C,HLA-B,CLIC1,HLA-DRB1,PSMB8,PSMB9,TAP1,RPS18,RPL10A,HSP90AB1,EEF1A1,COX7A2,PNRC1,SNX3,CD164,RPS12,TNFAIP3,DYNLT1,ACTB,RAC1,NDUFA4,HNRNPA2B1,PPIA,UPP1,SEC61G,CHCHD2,SEM1,ARPC1B,ATP5MF,GNB2,ATP6V1F,NDUFB2,CD99,TMSB4X,SAT1,RPS4X,RPL36A,TSC22D3,RPL39,NDUFA1,SSR4,RPL10,CTSB,SARAF,RPS20,SDCBP,RPL7,UQCRB,RPL30,COX6C,PABPC1,YWHAZ,LY6E,EEF1D,GRINA,RPL8,RPS6,DNAJA1,ANXA1,HNRNPK,CTSL,SEC61B,TXN,ATP6V1G1,RPL35,HSPA5,RPL12,RPL7A,EDF1,IFITM2,IFITM1,IFITM3,IRF7,TALDO1,RPLP2,CTSD,TRIM22,RPL27A,MTRNR2L8,RPS13,UBE2L6,TMEM258,FTH1,SLC3A2,COX8A,TRMT112,FAU,NEAT1,MALAT1,CFL1,DRAP1,GSTP1,RPS3,CTSC,TMEM123,ATP5MG,RPS25,HSPA8,KLF6,VIM,SRGN,PSAP,RPS24,IFIT2,IFIT3,IFIT1,ATP5MD,GAPDH,TPI1,ARHGDIB,TUBA1B,TMBIM6,DAZAP2,PFDN5,PRR13,ATP5MC2,HNRNPA1,CD63,RPS26,RPL41,MYL6,PTGES3,NACA,BTG1,HSP90B1,ARPC3,RPL6,OAS1,OAS3,RPLP0,COX6A1,DYNLL1,OASL,UBC,RAN,SAP18,RPL21,POMP,HMGB1,ELF1,EPSTI1,TPT1,ITM2B,PHF11,PSME1,PSME2,NFKBIA,RPS29,RPL36AL,LGALS3,ZFP36L1,NPC2,FOS,CALM1,IFI27,HSP90AA1,NOP10,SRP14,PDIA3,SERF2,B2M,ANXA2,RPS27L,PPIB,RPL4,RPLP1,PKM,COX5A,ISG20,RPS2,ATP6V0C,ELOB,RPS15A,ALDOA,MT2A,COX4I1,MAP1LC3B,CYBA,RPL13,PFN1,XAF1,GABARAP,RPL26,UBB,LGALS9,RPL23A,TAOK1,RPL19,EIF1,RPL27,IFI35,NME2,DDX5,RPL38,SUMO2,H3F3B,RNF213,ACTG1,P4HB,ARHGDIA,MYL12A,MYL12B,RPL17,CST3,ROMO1,RAB5IF,YWHAB,ZFAS1,CEBPB,ATP5F1E,PSMA7,RPS21,PPDPF,GPX4,RPS15,UQCR11,OAZ1,GADD45B,EEF2,RPL36,RPS28,UBL5,JUNB,CALR,IER2,KLF2,BST2,RPL18A,IFI30,UBA52,COPE,FXYD5,COX6B1,TYROBP,ZFP36,RPS16,RPS19,SNRPD2,NAPA,EMP3,RPL18,PPP1R15A,FTL,RPL13A,RPS11,RPS9,RPL28,RPS5,MIF,UQCR10,RPL3,RBX1,TYMP,SOD1,MX2,MX1,CSTB,MT-ND1,MT-ND2,MT-CO1,MT-CO2,MT-ATP8,MT-ATP6,MT-CO3,MT-ND3,MT-ND4L,MT-ND4,MT-ND5,MT-ND6,MT-CYB,sample,MTPN,ADAM17,SLC25A3,LRRFIP1,RBP4,VASP,C1QA,CAP1,ATP5PO,PGK1,EIF3K,BCAP31,SERPINA1,EIF3F,DYNLRB1,NCL,CYP27A1,APOC1,WSB1,HLA-DRB5,FBP1,ABRACL,SERPING1,BLOC1S1,PTPN6,NEDD8,LAMTOR1,TKT,CLEC7A,FABP5,FCER1G,AIF1,GRN,OLR1,CMPK2,COX17,LRPAP1,POLR2L,DAB2,LAMTOR4,SEC11A,PET100,EIF3G,HSPB1,WIPF1,GYPC,CD37,PEBP1,SET,GPCPD1,MGST3,PSMA6,H2AFZ,GBP1,PARP9,HBB,SPN,PSMB10,LEPROTL1,SYNGR2,RETN,SLC11A1,ZNF207,ZFAND5,UBXN1,C1QB,S100A13,DOCK8,ERH,PTP4A2,RARRES3,PRDX5,ATP6AP1,ATP5MPL,CRIP1,SHISA5,AP2S1,TMED10,EIF4G2,MOB1A,GSTO1,EML4,MORF4L1,GPNMB,ATOX1,FABP4,EVI2B,CTSZ,HCLS1,NDUFB11,NDUFB9,TAX1BP1,PTPRC,EFHD2,HNMT,ATP6AP2,NCF2,NDUFA3,TMBIM4,DDX17,NOP53,ITGB1,TFRC,RNF149,GLIPR2,SRRM2,PLAUR,ARL6IP1,HEXB,PTMS,ALDH2,MNDA,NAP1L1,TCIRG1,ZNFX1,EVL,HLA-DMB,ATP5IF1,NDUFB8,BAX,NT5C3A,TRIR,JAK1,SAMHD1,ARL6IP5,RBCK1,ATP5F1D,MRC1,NUPR1,RNF181,DEK,RSRP1,LENG8,GMFG,MS4A7,IFIH1,HLA-DQB1,LAMTOR5,RBM3,BRK1,LDHA,HLA-DQA2,NDUFS5,TUBB,SCD,ARPC4,JAML,ACTR3,CITED2,ERP29,GSN,FN1,HLA-DPB1,NDUFB7,RPL23,TMEM219,MRPS21,SNX10,CARD16,FLNA,CD47,ASAH1,NDUFA13,ARL6IP4,ATP5MC3,TAPBP,PSMA4,LCP1,LRP1,GSTK1,RBM25,SP110,ITGB2,WDR83OS,YWHAH,TGOLN2,C4orf48,COTL1,FKBP1A,SCP2,MINOS1,BSG,NDUFA11,NDUFB4,RPS4Y1,CAPZA2,N4BP2L2,SCAF11,CFD,CTSH,POLD4,PPT1,IQGAP1,VPS29,PRRC2C,SMIM25,MSR1,PNISR,VMP1,UQCRH,PYCARD,RPS10,STMN1,PLD3,SERBP1,SPI1,TRAPPC1,MYDGF,JUND,CCNL1,TSPO,LITAF,IRF1,RGCC,SERPINB6,HNRNPU,C19orf53,HNRNPC,CCNI,ACP5,CD68,TIMP2,ZEB2,ATP5F1B,COX7B,FCGR3A,SELENOH,NENF,FCGRT,RBM39,HNRNPH1,ATP6V0D1,ALOX5,CKLF,LAMP2,LYZ,HLA-DRA,CD44,CHCHD10,RTN4,DBI,DAD1,DPP7,VAPA,APLP2,C1orf162,PSMB3,SNHG25,TREM1,RPS17,CCDC88A,GLRX,CD9,CSTA,LGALS1,SH3BGRL,APOE,ZNF706,MUC20-OT1,CYBB,LST1,PRELID1,PLIN2,CDC37,LSP1,SEC62,IGSF6,PSMB1,PLA2G16,LAMTOR2,SF1,CIB1,CBX3,MSN,HLA-DMA,CCL2,COPS9,FYB1,SLC25A6,CSDE1,COMMD6,YWHAE,EIF3H,MARCO,ATP5PF,ATP1B1,CD46,HCST,ST13,HIGD2A,LAPTM4A,VAMP8,CAST,IGLV3-19,STXBP2,C9orf16,CD81,ADAR,TOMM7,RUNX1,HLA-DPA1,SNRPB2,JPT1,SLIRP,SAMD9,CAPG,SRSF3,PPP1CB,SRSF5,RNASET2,HMGN1,GCHFR,HLA-F,ALOX5AP,RAP1B,SPCS2,SON,C19orf66,RBM8A,CIRBP,HLA-DQA1,H2AFY,C11orf58,SAMD9L,SNRPG,UQCRQ,CAPZA1,OAS2,CXCL16,C1QC,CTNNB1,TAGLN2,TIMP1,MS4A4A,ANAPC11,MCEMP1,LTA4H,HNRNPF,MBNL1,GNAI2,TPP1,NDUFB1,APOL6,EIF3E,LGALS3BP,PARK7,SSR2,SPCS1,LAMP1,CMTM6,PCBP2,PNPLA6,ADA2,C6orf62,RNH1,S100A8,VSIG4,ANXA11,RBPJ,LDHB,LIPA,GNAS,REX1BD,EIF4A2,RAB8A,MTDH,SERPINB1,BRI3,LY96,CD52,CLTA,SLC25A5,HNRNPA3,ACTR2,S100A9,TMEM59,ATP5PD,HERC5,CES1,EIF2S2,CXCL10,CANX,celltype
22,0,0,2,0,0,0,3,0,2,2,2,0,0,0,0,0,1,3,0,0,2,3,3,4,6,8,7,2,0,0,0,2,1,0,0,0,2,0,1,0,0,0,0,0,2,18,4,0,1,0,2,1,0,2,3,1,0,0,0,1,2,0,5,2,3,0,0,1,0,1,1,0,0,2,0,2,2,1,1,1,5,1,0,2,1,0,0,5,2,0,5,0,1,2,0,1,4,12,0,2,0,0,0,0,0,0,4,1,1,1,2,0,1,1,8,0,0,1,3,3,1,0,0,0,1,1,0,1,0,9,22,0,2,8,10,3,1,4,4,0,0,0,0,1,1,1,1,0,5,2,1,0,0,2,0,0,5,0,1,0,2,3,3,2,0,4,11,27,2,1,2,0,0,1,2,4,0,0,13,0,1,2,5,8,31,1,0,0,1,0,0,0,0,0,4,4,4,0,4,4,5,2,1,1,0,0,2,0,1,1,1,0,0,2,1,3,9,0,0,0,1,1,1,1,0,0,0,0,1,6,0,1,0,0,1,0,1,11,0,0,0,0,5,3,1,3,1,0,4,3,18,2,2,2,0,4,12,2,1,1,0,7,0,0,2,1,0,1,1,0,7,0,1,5,2,2,1,0,1,0,0,0,7,2,4,0,1,0,0,1,0,8,1,1,0,2,1,2,0,7,0,0,0,0,3,7,0,2,1,1,3,0,1,2,0,1,6,2,2,1,4,4,2,3,2,3,0,2,1,5,3,0,4,1,3,3,1,2,27,0,0,0,12,0,1,1,1,0,3,0,0,2,1,11,12,23,18,1,10,17,15,2,7,3,0,10,C48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Macrophages
20,2,1,0,0,1,0,7,1,0,0,1,3,7,2,2,3,1,8,0,0,4,0,0,3,16,27,2,5,1,0,1,3,1,1,2,0,3,5,1,0,1,0,1,1,0,32,0,0,1,0,4,3,0,2,5,2,1,0,3,3,2,1,1,3,0,0,1,2,0,3,3,0,1,0,0,4,0,1,1,1,5,2,0,2,0,0,1,3,6,1,5,3,3,0,15,4,10,17,4,2,2,2,1,1,0,0,14,1,0,1,1,7,2,3,13,6,1,0,2,0,2,4,0,0,0,1,1,1,1,24,27,1,1,3,5,1,0,3,11,1,1,4,2,2,1,0,1,2,12,1,2,1,2,0,2,0,20,0,2,3,2,0,4,0,1,2,7,19,2,0,5,18,0,1,0,2,1,1,39,1,1,0,5,0,19,4,0,0,5,3,0,1,3,0,4,16,7,2,4,0,0,1,0,3,2,0,0,3,1,3,1,0,0,4,4,5,8,0,1,0,2,1,0,3,0,1,2,1,1,1,0,0,1,2,1,1,0,14,3,0,1,0,3,2,0,12,1,5,1,6,23,0,3,1,0,2,49,3,10,1,0,9,0,1,3,3,0,0,5,1,6,2,0,12,3,10,2,2,0,0,0,2,0,5,15,3,1,1,0,1,1,9,1,2,0,0,3,6,0,11,1,0,0,0,1,13,2,1,1,6,3,1,0,0,0,10,7,1,1,1,3,1,3,2,4,3,1,0,0,11,0,4,5,0,2,6,5,2,167,0,4,0,11,2,1,1,0,2,5,1,2,10,9,4,2,14,8,0,3,8,4,0,3,0,0,3,C48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Macrophages
0,1,0,0,0,1,0,1,1,1,0,0,1,3,0,1,0,0,0,2,0,1,0,0,2,0,3,0,2,0,1,2,0,0,1,0,1,2,0,0,0,0,0,0,3,1,5,0,0,0,0,1,1,1,5,5,2,2,3,0,1,2,0,0,2,0,1,1,0,0,1,1,0,0,0,0,4,0,0,2,0,0,0,1,3,1,0,0,1,4,1,1,0,1,1,3,4,7,6,0,1,0,0,0,0,1,0,5,1,1,0,0,9,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,3,0,0,4,0,0,14,0,3,0,0,0,1,4,0,0,0,5,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,6,0,0,0,0,0,0,0,0,2,0,0,2,0,2,1,3,0,39,0,2,0,1,0,1,0,4,1,3,2,1,0,5,0,1,2,0,0,0,0,1,1,0,1,1,0,1,0,2,6,1,0,1,5,0,2,0,0,0,4,0,0,0,1,0,0,0,1,0,3,1,2,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,34,1,0,1,0,3,0,0,1,2,0,0,5,0,1,0,0,0,0,4,1,1,1,0,1,2,0,5,3,0,0,0,0,0,0,6,1,1,0,2,5,1,0,0,1,0,1,0,0,4,1,3,0,0,0,0,0,1,0,1,3,0,0,1,0,3,2,1,0,4,0,0,0,0,0,0,0,1,0,0,1,0,3,1,1,1,3,1,0,0,1,0,1,1,0,1,0,4,4,8,22,0,5,12,7,6,3,4,0,8,C48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T
3,6,3,3,2,13,3,26,3,1,5,4,4,20,0,4,0,0,14,2,1,6,1,1,6,34,16,1,4,2,1,0,3,0,0,3,1,7,2,0,0,0,1,1,5,2,9,4,3,1,2,3,4,3,11,12,2,2,4,4,2,9,1,2,7,1,0,8,2,0,4,1,2,5,0,2,9,1,4,8,3,3,3,1,9,1,0,1,12,9,1,9,0,3,5,11,9,27,33,3,8,1,3,0,9,1,5,20,3,2,0,0,18,0,1,45,4,1,1,1,7,2,3,0,1,1,6,2,0,0,1,24,0,1,0,19,2,2,25,6,0,0,1,3,0,11,1,0,0,19,2,4,12,4,2,1,1,37,1,2,2,6,0,23,7,1,3,23,27,1,4,5,16,1,1,1,15,4,3,48,7,0,0,15,4,31,7,8,0,9,16,0,1,4,4,11,13,6,1,13,2,4,2,1,7,3,0,0,4,0,3,2,1,1,7,3,31,7,1,3,0,0,7,5,4,0,10,2,4,1,5,3,1,2,0,3,1,2,7,3,1,1,4,3,2,2,10,1,2,12,8,30,3,5,1,1,8,79,0,7,2,1,17,2,1,4,1,4,4,10,6,4,2,2,7,7,6,3,10,2,1,3,6,0,15,3,3,2,2,0,3,2,18,2,9,2,1,7,4,0,12,1,0,4,2,5,6,4,8,7,5,3,0,9,2,2,4,5,0,2,1,5,0,8,14,25,3,1,4,0,23,1,3,7,2,2,0,10,0,288,2,3,1,23,1,3,0,3,1,16,0,1,4,8,9,8,22,22,0,16,14,9,3,6,4,0,8,C48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Macrophages
4,7,0,0,0,17,1,2,1,2,0,1,0,8,0,0,3,0,0,5,0,1,0,1,2,0,1,0,9,4,0,1,0,1,2,4,2,5,0,1,1,0,8,0,12,2,4,0,3,0,2,2,1,0,4,10,4,3,7,2,1,6,0,2,4,1,2,2,4,0,8,0,1,7,3,2,8,0,0,9,1,6,2,1,12,2,2,1,0,7,7,4,0,1,8,7,3,9,12,0,0,3,1,0,7,2,1,19,1,3,0,0,23,1,0,6,1,1,2,2,1,0,1,0,0,0,0,0,0,1,8,1,3,2,5,19,0,4,20,0,9,2,0,0,0,17,0,2,1,2,0,0,8,6,0,3,1,0,4,0,0,3,5,10,11,0,1,7,0,1,0,7,0,5,1,0,18,0,2,4,1,1,2,8,2,31,4,1,0,6,2,3,0,10,1,2,0,0,0,10,0,0,0,0,0,0,1,0,3,0,1,1,1,2,0,10,26,2,2,4,5,2,1,6,1,0,8,4,0,0,1,1,0,2,0,1,1,0,2,2,1,2,3,0,5,3,0,2,0,3,1,0,1,0,1,1,4,30,0,0,2,1,18,0,1,3,8,0,0,16,1,1,3,0,2,8,0,1,2,6,2,0,0,0,14,6,1,0,0,2,0,0,5,2,1,1,1,1,0,2,0,1,0,0,2,1,2,3,12,1,1,7,1,2,1,3,7,5,1,0,2,0,4,1,6,0,2,1,0,1,0,1,6,12,1,0,0,7,4,8,4,3,4,26,6,2,0,4,0,0,2,0,0,0,5,3,7,11,0,4,4,7,8,2,3,0,6,C48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T
8,6,0,0,0,17,0,1,1,7,2,2,0,17,0,4,1,1,1,5,1,17,1,0,2,5,5,2,37,3,1,1,1,2,1,2,0,10,0,1,0,1,2,1,16,2,27,2,3,3,6,12,2,1,7,22,3,11,16,5,3,14,0,7,4,0,3,0,2,3,8,1,1,5,2,2,28,1,1,16,4,22,3,0,16,3,3,0,0,19,3,0,2,0,7,11,8,16,29,0,0,1,2,2,24,5,1,46,1,1,1,2,57,0,1,1,1,2,3,4,4,2,1,1,0,2,2,1,0,1,20,5,25,4,1,29,0,4,43,0,2,0,2,3,2,26,1,4,7,14,3,0,17,13,0,3,1,0,1,0,0,12,2,19,12,0,5,17,9,0,0,15,0,1,1,1,18,0,1,8,0,2,0,14,3,40,0,1,0,22,1,5,2,16,4,0,12,1,1,8,1,2,1,0,1,1,6,0,0,1,4,1,0,5,1,10,54,2,0,1,9,0,1,6,2,3,21,3,1,1,6,1,0,7,0,0,3,0,28,5,0,2,2,0,16,4,0,0,1,0,3,0,0,0,1,1,3,63,0,0,0,3,63,0,0,3,9,3,0,10,1,2,5,0,4,17,4,3,1,8,5,1,8,0,19,3,1,0,1,1,4,3,4,3,1,0,0,7,5,2,0,0,1,3,3,1,4,1,13,1,2,14,1,3,0,2,13,21,0,1,0,2,3,1,10,0,3,0,3,1,0,1,12,21,2,0,0,12,0,8,3,2,7,21,13,2,1,13,0,0,1,1,4,0,7,2,11,26,0,11,11,11,14,2,10,4,14,C48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T
