MTRNR2L12,HBB,MTRNR2L8,TAOK1,FTL,MT-ND1,MT-ND2,MT-CO1,MT-CO2,MT-ATP8,MT-ATP6,MT-CO3,MT-ND3,MT-ND4L,MT-ND4,MT-ND5,MT-ND6,MT-CYB,sample,SLC3A2,SARAF,CST3,MTPN,ADAM17,SLC25A3,LRRFIP1,RBP4,VASP,TMEM258,C1QA,ARPC5,OASL,CAP1,ATP5PO,RPS8,LY6E,DUSP1,RPL31,PGK1,EIF3K,RPS2,BCAP31,SERPINA1,EIF3F,C4orf3,DYNLRB1,NCL,PFN1,CYP27A1,APOC1,WSB1,LGALS3,HLA-DRB5,RPS13,PRR13,NPC2,FBP1,ABRACL,SERPING1,BLOC1S1,TBCA,CTSS,NACA,TMA7,PTPN6,RPL35,RPS27A,COX7A2,NEDD8,LAMTOR1,TKT,CLEC7A,SH3BGRL3,IFIT3,FABP5,RPL12,RPL28,OAS1,GPX4,FCER1G,P4HB,AIF1,TAP1,GRN,OLR1,CMPK2,RPL36,COX17,SRSF7,LRPAP1,POLR2L,EEF2,DAB2,RPL39,LAMTOR4,MYL12B,SEC11A,RPS25,UPP1,DYNLL1,GSTP1,PET100,EIF3G,HSPB1,UQCR10,ARPC3,ITM2B,MAP1LC3B,SKP1,H3F3A,ISG20,WIPF1,GYPC,CD37,PEBP1,SET,GPCPD1,HMGN2,HMGB1,ATP6V0B,MGST3,COX6A1,COX8A,PFDN5,RPL32,PSMA6,H2AFZ,SEM1,GBP1,PARP9,SPN,PSMB10,RPL36A,RPL15,LEPROTL1,RPS7,SYNGR2,RETN,SLC11A1,ZNF207,JUNB,ZFAND5,RPL6,UBXN1,RPL10,C1QB,RPL11,S100A13,NOP10,DOCK8,CYBA,GUK1,HSP90B1,ERH,DNAJA1,EPSTI1,PTP4A2,ATP5MF,IFIT1,RPS21,RARRES3,YBX1,PRDX5,ATP6AP1,ATP5MPL,UBE2D3,YWHAZ,EMP3,CRIP1,SHISA5,AP2S1,H3F3B,UBA52,HLA-E,RPS18,TMED10,EIF4G2,SERP1,MOB1A,GSTO1,EML4,MORF4L1,GPNMB,ATOX1,FABP4,LAP3,EVI2B,CTSZ,HCLS1,NDUFB11,PKM,NDUFB9,GRINA,RPSA,TAX1BP1,PTPRC,ARF1,PDIA3,EFHD2,TXN,HNMT,ATP6AP2,RPL35A,NCF2,EIF2AK2,NDUFA3,SRP14,ATP5F1E,DDX5,TMBIM4,DDX17,PSMB9,NOP53,ITGB1,RPL37A,TFRC,RNF149,GLIPR2,SRRM2,HNRNPA1,PLAUR,NDUFA4,CALM2,HSP90AB1,ARL6IP1,HEXB,PTMS,ALDH2,MNDA,RPS20,CDC42,NME2,RPL29,NAP1L1,TCIRG1,ZNFX1,EVL,HLA-DMB,IFI44,RPS11,ATP5IF1,NDUFB8,BAX,UBB,NT5C3A,EIF1,TRIR,JAK1,MIF,RPS23,SAMHD1,ARL6IP5,RBCK1,ATP5F1D,PRDX1,TMBIM6,RPL22,KLF2,CEBPB,ANXA1,PPP1R15A,MRC1,NUPR1,RPS14,IFI30,RPS26,RNF181,DEK,RSRP1,LENG8,GMFG,MS4A7,IFIH1,RPLP1,HLA-DQB1,HINT1,LAMTOR5,S100A6,RBM3,BRK1,LDHA,HLA-DQA2,CD63,NDUFS5,HSPA8,TUBB,MALAT1,KLF6,SCD,ARPC4,JAML,IFI35,ACTR3,RAN,CITED2,ERP29,GSN,DRAP1,FN1,HLA-DPB1,TRIM22,SUB1,NDUFB7,RPL21,RPL23,TXNIP,S100A11,RPS19,TMEM219,PTMA,MRPS21,RPL4,SNX10,CARD16,FLNA,CD47,ASAH1,NDUFA13,NDUFA1,FOS,PARP14,ARL6IP4,ATP5MC3,BTF3,TAPBP,PSMA4,ATP5MG,SP100,NPM1,LCP1,LRP1,GSTK1,RBM25,ARPC2,RPS3,SP110,PSAP,ITGB2,WDR83OS,YWHAH,UQCR11,RPL23A,TGOLN2,OAZ1,RPL17,C4orf48,COTL1,FKBP1A,SCP2,MINOS1,BSG,ATP6V0E1,S100A10,EEF1D,NDUFA11,NDUFB4,GLUL,RPS4Y1,CAPZA2,N4BP2L2,SCAF11,CFD,CTSH,POLD4,PPT1,IQGAP1,TPT1,RSAD2,POMP,RPS12,VPS29,PRRC2C,S100A4,SRGN,SMIM25,MSR1,PNISR,VMP1,SAP18,UQCRH,PYCARD,CD53,RPS10,STMN1,PLD3,SERBP1,SPI1,ATP5MD,TRAPPC1,MYDGF,JUND,RPL8,RPL27A,EEF1A1,ATP6V1F,BTG1,TMSB10,GADD45B,TNFAIP3,CCNL1,ALDOA,GNB2,TSPO,LITAF,TPI1,IRF1,RGCC,SERPINB6,ATP6V0C,HNRNPU,C19orf53,HNRNPC,CCNI,IFIT2,OST4,PNRC1,RPL34,ACP5,CD68,TIMP2,YWHAB,ZEB2,ATP5F1B,COX5A,COX7B,FCGR3A,TRMT112,RPS16,SELENOH,NENF,RACK1,RPL9,FCGRT,RBM39,HNRNPH1,RPL30,STAT1,ATP5MC2,COPE,SUMO2,ATP6V0D1,RPLP2,ALOX5,OAS3,RPS15,CKLF,RPS6,RHOA,RPL13,LAMP2,SQSTM1,LYZ,HLA-DRA,KRTCAP2,CD44,TMSB4X,ELOB,CHCHD10,RPL19,RTN4,PABPC1,DBI,DAD1,DPP7,VAPA,APLP2,C1orf162,PSMB3,RNF213,SNHG25,TREM1,RPS24,RPLP0,RPS17,EDF1,CTSD,TMEM50A,CCDC88A,RBX1,COX6B1,PTGES3,ENO1,GLRX,CD9,CSTA,LGALS1,SH3BGRL,APOE,ZNF706,MUC20-OT1,RPL3,CYBB,TYMP,LST1,PRELID1,PLIN2,IFITM1,CDC37,LSP1,SEC62,IGSF6,ANXA5,ACTB,HNRNPK,PSMB1,SEC61G,SSR4,PLA2G16,LAMTOR2,SF1,ATP6V1G1,CIB1,UBC,PPDPF,VIM,CBX3,MSN,HLA-DMA,CCL2,JUN,GNG5,COPS9,DYNLT1,LGALS9,SELENOK,FYB1,SERF2,SLC25A6,ZFP36L2,CSDE1,COMMD6,YWHAE,MX2,RPL26,EIF3H,MARCO,ATP5PF,IER2,ATP1B1,IRF7,CD46,HCST,ST13,HIGD2A,LAPTM4A,RAB5IF,HSPA5,VAMP8,CAST,IGLV3-19,STXBP2,RPL5,RPL7,C9orf16,NFKBIA,CD81,ADAR,UBL5,TOMM7,RUNX1,HLA-DPA1,SOD1,SNRPB2,RPL14,JPT1,CTSC,NDUFB2,EEF1B2,MT2A,SLIRP,HLA-A,SAMD9,SNX3,ARPC1B,MYL6,CAPG,NEAT1,RPS27L,SRSF3,PPP1CB,PPIB,TNFSF10,SRSF5,COX5B,PSMB8,TALDO1,ZFP36L1,RNASET2,HMGN1,IFI6,IFI27,GCHFR,HLA-F,ALOX5AP,PPIA,ATP5ME,RAP1B,PSME2,COX6C,SPCS2,ELF1,RPS29,SON,C19orf66,RBM8A,CIRBP,HLA-DQA1,H2AFY,C11orf58,SAMD9L,PLSCR1,SNRPG,HLA-C,SNRPD2,UQCRQ,CAPZA1,OAS2,RPL18,RPL18A,DAZAP2,RPS15A,RPL13A,PSME1,SAT1,TPM3,FXYD5,MX1,NAPA,CHCHD2,CXCL16,SEC61B,FTH1,LAPTM5,C1QC,CTNNB1,GAPDH,HLA-B,CALR,CTSB,TAGLN2,ARHGDIA,RPS28,CLIC1,TIMP1,MS4A4A,PSMA7,UBE2L6,ZFAS1,ANAPC11,MCEMP1,LTA4H,HNRNPF,MBNL1,TMEM123,UQCRB,BST2,GNAI2,TPP1,NDUFB1,MCL1,RPS9,APOL6,EIF3E,LGALS3BP,GABARAP,ANXA2,PARK7,CFL1,CTSL,SSR2,CD164,RPS3A,SPCS1,CD74,MYL12A,COX7C,B2M,IFI16,LAMP1,TYROBP,HNRNPDL,PCBP1,RPL7A,CMTM6,IFITM3,PCBP2,PNPLA6,XAF1,ADA2,C6orf62,RAC1,RNH1,FAU,HSP90AA1,S100A8,ISG15,RPS27,PHF11,VSIG4,ANXA11,RBPJ,LDHB,LIPA,CALM1,CAPZB,GNAS,IFI44L,REX1BD,TUBA1B,RPL41,EIF4A2,IFITM2,RPL27,RPL10A,RAB8A,MTDH,ARHGDIB,TSC22D3,SERPINB1,RPS5,BRI3,CNBP,SDCBP,LY96,CD52,CD99,COX4I1,RPL36AL,ROMO1,CLTA,RPL37,ZFP36,RPS4X,SLC25A5,HNRNPA3,ACTR2,S100A9,TMEM59,ATP5PD,RPL24,HERC5,CES1,EIF2S2,HLA-DRB1,RPL38,CXCL10,ACTG1,CANX,HNRNPA2B1,CSTB,celltype
0,2,0,10,3,5,0,2,7,0,1,2,2,4,1,1,0,1,C144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
9,0,0,5,21,3,2,9,4,2,3,8,4,2,1,1,0,5,C144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Macrophages
4,0,0,8,5,10,1,26,32,16,9,13,16,8,0,3,2,6,C144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T
0,649,0,4,8,2,2,7,11,2,2,5,6,2,1,1,1,4,C144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Macrophages
0,0,0,4,6,0,1,1,1,3,1,3,0,1,0,0,0,1,C144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mDC
40,1,6,14,0,175,99,296,409,233,113,265,755,211,88,117,75,296,C144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Macrophages
